cartodb_id,the_geom,type_walkway,type_vacant_lot,type_tree,type_tag_graffiti,type_stumble_stone,type_speech,type_song_sound,type_shrine,type_sculpture_statue,type_scholarship,type_protest,type_poem,type_plaque,type_performance,type_park,type_parade,type_obelisk,type_museum,type_mural,type_mosaic,type_meal,type_interactive,type_historical_marker,type_gateway,type_garden,type_digital_project,type_community_resource_center,type_closed_school,type_closed_factory,type_celebration,type_bridge,type_book,type_billboard,type_bench,type_archeological_site,type_arch,topic_youth,topic_women,topic_william_penn,topic_water,topic_war,topic_violence,topic_unity,topic_technology,topic_sustainability,topic_street_art,topic_sports,topic_social_justice,topic_slavery,topic_sexuality,topic_seniors,topic_rocky,topic_religion,topic_public_safety,topic_public_health,topic_pretzel,topic_peace,topic_outer_space,topic_neighborhoods,topic_music,topic_move,topic_monument_lab,topic_mass_incarceration,topic_love,topic_liberty_bell,topic_justice,topic_indigenous_peoples,topic_immigration,topic_hunger,topic_homelessness,topic_green_space_or_nature,topic_gentrification,topic_gender,topic_freedom,topic_food,topic_education,topic_division,topic_diversity,topic_dialogue,topic_community,topic_class_economic_inequality,topic_civic_engagement,topic_city_infrastructure_transportation,topic_cheese_steak,topic_celebration,topic_ben_franklin,topic_art_and_culture,topic_addiction,zip,type_vista,type_street,type_projection,type_playground,type_other_no_form,type_memorial,type_image,type_film,type_bikepath,transcript,topic_wawa,topic_race_ethnicity,topic_post_industrial,name,age,address,mlab_id,form_image_b
279,0101000020E61000003AD4A5353CCA52C0F064DC7987F74340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19003,,,,,1,,,,,It Cup Magic,,,,Magic Cup,5,Capitolo Playground S. Philly,48,https://farm9.staticflickr.com/8825/17200523044_9f721479be_b.jpg
280,0101000020E6100000D0B4C4CA68CA52C0111D024702FB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,1,,,,,,19132,,,,,,,,,,$ does not equal school,,,,Why Does Money Determine Everything?,16,Right out side of the school district,480,https://farm8.staticflickr.com/7740/18381858972_9ed69c147b_b.jpg
281,0101000020E61000004F4244C513CA52C007D38B35B7F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143,,,,,1,,,,,"(Time) goes on; Invest!",,,,Small Businesses Stand Big,17,Center City,481,https://farm9.staticflickr.com/8884/18199781839_04d6346e86_b.jpg
282,0101000020E610000000000030B1CF52C0226F6E611EEF4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,All Humans should smile,,,,We Matter!!,,Airport Tarmac,483,https://farm9.staticflickr.com/8879/18432794086_49b00eeb18_b.jpg
283,0101000020E61000000000000C35CA52C0B497D4C0D2FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,1,,,,,,1,,,,,,1,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,19149,,,,,,,,,,"Sculpture: of` people sitting down, one cop leaning over handcuffing, in honor of students who were arrested protesting the Iraq war",,,,Peace Strugglers,34,Broad + Chestnut,485,https://farm9.staticflickr.com/8861/18461002911_161ff5054b_b.jpg
284,0101000020E6100000FC935396FCCA52C0CDCCCCCCCC044440,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19144,,,,,,,,,,made from old highway signs [Dead end. Wrong way. One way. Work area.],,,,Signs,32,Germantown Area CHEW + CHELTON,487,https://farm9.staticflickr.com/8800/18387558191_5bc8e0dfe1_b.jpg
285,0101000020E6100000EC8A19E1EDC452C05D86FF7403034440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,1,,,19126,,,,,,,,,,"A combination of all of the symbolic signs of Philadelphia.  Ex: ""LOVE"" ""Love Philly xoxo"" ""Ben Franklin"" ""Pretzels"" ""State flower""",,,,History of Philly Love ,23,Frankford Terminal,49,https://farm8.staticflickr.com/7765/17202665273_7632146cdf_b.jpg
286,0101000020E6100000257A19C572CA52C075E789E76CF94340,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,19147,,,,,,,,,,/ - The sculpture of the face falling to earth in front of the Wills Eye Center @ 9th + Walnut /  -The sculpted brownstone of the Bellevue Baths @ Chestnut + Juniper / - Offices of Mellon Meigle Howe - carriage house at Chancellor + Juniper / -The wall of glass bottle bottoms at Little Pete's - 17th St./ -Take one of the steel track crossings at the 8th + Market EL Station + install at the lawn to the northeast of the PMA.,,,,"""The Cradle of the Philadelphia Modernist Architecture Movement""",27,Chancellor + Juniper Streets,5,https://farm9.staticflickr.com/8855/17199025863_bd7128f835_b.jpg
287,0101000020E6100000000000D885CB52C067315B47A6FB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19140,,,,,,,,,,"Y.H.V.H, Holy Spirit, El-Shaddai, Arch Angel Metaro'n [made of clay and stone]",,,,"Hope, Truth, of Gods",22,PMA (next to Rocky) ,502,https://farm9.staticflickr.com/8785/18385932405_f7ea404ab2_b.jpg
288,0101000020E61000009383028409C952C09C3216D11FFA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,19096,,,,,,,,,,"Replace The ""Lightening Bolt"" at the foot of BF Bridge With Something Recognizable! ?",,,,,68,Foot of Ben Franklin Bridge,505,https://farm9.staticflickr.com/8875/18432791026_43114430fe_b.jpg
289,0101000020E6100000FFFFFF211ECB52C002BE82A6A8F84340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19146,,,,,,,,,,An idea- 6ft tall statue made of marble or granite on a podium that depicts a performance,,,,"Marian Anderson: Her Music, Her City, Her Story",50,South Philly- Union Baptist Church Courtyard- 10th & Fitzwater St.,509,https://farm1.staticflickr.com/560/18271393778_433a4f0d4d_b.jpg
290,0101000020E6100000C72F174CD7BD52C0B76BF8CC480B4440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,19121,,,,,1,,,,, ,,,,Eye to Diversity!,28,Liberty Bell Park,51,https://farm6.staticflickr.com/5348/17637755040_2465e6de35_b.jpg
291,0101000020E6100000340983D753CF52C0A6A20CB0EAFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,19139,,,,,1,,,,,Justice Equality Freedom,,,,Jef,60,60th + Callowhill,510,https://farm1.staticflickr.com/513/17765321553_94926e9f54_b.jpg
292,0101000020E6100000B69E211C33C852C06E11BD31A9FD4340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05149,,,,,,,,,,A mural in each neighborhood of Philadelphia - all would be similar but have a symbol or theme unique to that neighborhood - maybe same background but different focal point -show unity of Philadelphia and the many unique personalities and characteristics ,,,,Unity Mural,20,Each Neighborhood,513,https://farm1.staticflickr.com/365/18387554461_1364c39836_b.jpg
293,0101000020E61000000000009D76CA52C09D37672AE8F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,19103,,,,,,,,,,"Low cost to innovation green building - efficiency - flexibility - strong - safe - ecofriendly [trees will promote healthy ecosystem, mobile office, geothermal]",,,,Office Shipping Container,43,City Hall,514,https://farm9.staticflickr.com/8837/18359550156_7f33e454dc_b.jpg
294,0101000020E6100000F16E1BFCB3CE52C04E21FC30E7F74340,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19041,,,,,,,,,,"I've noticed many different musical performances when I come into Philly of different kinds of music & performers. I think the liveliness of the music well captures the city. For a monument, if there were open stages designed by different Philly sculptors and architects, it would not only be a public art piece but also a space for music that can be utilized by anyone.",,,,Fun and Free Music Venue,20,Anywhere & Everywhere,515,https://farm8.staticflickr.com/7762/18199780849_d3c1bb116c_b.jpg
295,0101000020E610000080A43E7F90C952C02614C7269EFD4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19122,1,,,,1,,,,,[Original vacancy],,,1,City In Bubbles,25,Residential Neighborhood around Temple University,516,https://farm8.staticflickr.com/7773/18381859352_6744e9f303_b.jpg
296,0101000020E6100000000000E07ECA52C06DD58B64D1F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,30066,,,,,,,,,,A monument of various types of people (different ethnicities) together-in one small space- yet apart from each other (perhaps looking away from each other - doing something that demonstates their alienation from each other).,,1,,Brotherly Love?,55,?,519,https://farm8.staticflickr.com/7753/18359552046_24646e1c32_b.jpg
297,0101000020E6100000DA20938C9CC952C0F5B86FB54EFA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,19106,,,,,1,,,,,Freedom of expression,,,,Freedom,58,"Ben Franklin Sq
",52,https://farm9.staticflickr.com/8814/17199025733_ac350f0ac6_b.jpg
298,0101000020E6100000B69E211C33C852C06E11BD31A9FD4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,19106,,,,,1,,,,,Freedom of expression,,,,Freedom,58,"Ben Franklin Sq
",52,https://farm9.staticflickr.com/8893/18271393038_c31e681491_b.jpg
299,0101000020E61000000000002872CB52C02592476858FB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,19026,,,,,1,,,,,(I'll leave this to the artists... A depiction of the cultural diversity that makes this city so special),,,,Our Strength Is In Our Differences,43, ,521,https://farm8.staticflickr.com/7799/18387555861_2d24071380_b.jpg
300,0101000020E6100000000000DE7FCB52C020EBD6DEB8FB4340,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,19082,,,,,,,,,,As we walk around the city the ground plane dominates our visual cones. [Sketchy elements. various media. Organized with street and sidewalk improvements. Promotes biking and walking. Visible from above.],,,,To the Horses That Built Philadelphia,64,Roads and Sidewalks along biking and walking routes,522,https://farm9.staticflickr.com/8857/17838532943_5e55db7027_b.jpg
301,0101000020E6100000000000C82BCC52C0AC23F742A5FE4340,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,1,1,,,,1,1,,,,,,1,,18938,,,,,,,,,,"[trees; outdoor theater; seating; classes taught by community members to members; community center; coop teaches cooking classes; running trail; bball court; ledges where homeless can sleep; soccer field; gravel; compost bin; food stands (many options different prices); community garden] ",,,,Peoples Park,20,Fairmont Park,524,https://farm1.staticflickr.com/383/18387557791_78c22e287e_b.jpg
302,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,18966,,,,,,,,,,No Love,,,,No Love Park,26,Kensington,,
303,0101000020E6100000FFFFFF0F03CB52C062F7428A91FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,, [All the faces would represent different parts and cultures of the city],,,,,, ,527,https://farm9.staticflickr.com/8845/18385931245_da5971646f_b.jpg
304,0101000020E61000004F4244C513CA52C007D38B35B7F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19121,,,,,1,,,,,"I would love to see some showing of love for all mankind, for all mankind, for we are all the same. There is no better than, for we all bleed red and we all must die. For I must see my greatness as a creation of the God of my understanding and honor only him as the greatest.",,,,The Same,57,City Center,529,https://farm9.staticflickr.com/8806/18199783139_aeff83d689_b.jpg
305,0101000020E61000000000005E20C952C0DE2DF86158F94340,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,"cover I-95 from Market to South St. and use that space for a botanic garden/aviary, ice skating and roller blade rink. Bring the SS United States around to replace the Walmart. - Use the SS U.S. for a hotel - museum - entertainment area as was done w/ the H.M.S. Queen Mary in San Diego",,,trie,,, ,530,https://farm8.staticflickr.com/7736/18387556961_347fb73727_b.jpg
306,0101000020E61000006CE9D1544FCB52C086AA984A3FFB4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,07039,,,,,1,,,,, Philly Phanatic. Cheesesteak. Put the two things on Independence Hall.,,,,Good Old Philly...,10,Ben Franklin Bridge,531,https://farm1.staticflickr.com/552/17765321693_3e783fe367_b.jpg
307,0101000020E61000005068FE3D9DCA52C095BA641C23FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,07039,,,,,1,,,,,[It's a cheesesteak],,,,Home of the Cheesesteak,14,Love Park,532,https://farm1.staticflickr.com/509/18359551176_a409505bb7_b.jpg
308,0101000020E61000000000003D7CCA52C0534444BFECF94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011,,,,,1,,,,, ,,,,You Are,29,here,535,https://farm9.staticflickr.com/8891/18432790506_90dcc8ab8a_b.jpg
309,0101000020E6100000D15B3CBCE7C952C0E7E26F7B82024440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20011,,,,,1,,,,, ,,,,You Are,29,here,535,https://farm9.staticflickr.com/8891/18432790506_90dcc8ab8a_b.jpg
310,0101000020E61000000000006EF0CA52C0EAED80A577F94340,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,1,,,,,,18938,,,,,,,,,,"Vacant Lot [blackboards to draw on; outdoor classroom for community led discussions; community garden]",,,,Comm(Unity),20,18th + locust,536,https://farm8.staticflickr.com/7764/18387557721_7f5ea7ab8c_b.jpg
311,0101000020E61000005068FE3D9DCA52C095BA641C23FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,07039,,,,,1,,,,,We the people [LOVE],,,,Philly Fun,7,Park,539,https://farm1.staticflickr.com/538/18381858712_621637b090_b.jpg
312,0101000020E6100000000000B67BCA52C00A9CFD6705FA4340,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19125,,,,,,,,,,"This monument should be for everyone, kids should be able to play on it/people climb on it. It should be multiple colors, or various shades ... changing into another.",,,,Equality,20,Outside of City Hall,54,https://farm6.staticflickr.com/5331/17793072456_56f4853abc_b.jpg
313,0101000020E610000011346612F5CA52C08AABCABE2BFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,19146,,,,,,,,,,"I feel the way from City Hall to Art Museum is an ideal path to run. The best could be: a monument which shows a group of people running, led by Rocky Balboa, and people following him, who represent the diff. circles of philly, the last of the group being a kid, who's trying to catch up with Philly's history as well as trying to create one!!",,,,The Philly Runner,25,anywhere on JFK Boulevard: preferably Logan Square,541,https://farm9.staticflickr.com/8878/17765324383_3147ba581b_b.jpg
314,0101000020E61000000000005E1DCC52C0179E0FD453FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,19104,,,,,,,,,,Mantua-,,,,Houses,19,Drexel Dragon,545,https://farm1.staticflickr.com/538/18387557171_9b597686dc_b.jpg
315,0101000020E61000000000008E1ACC52C0ECBA0C1954FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A statue or monument that represents the toleration Philadelphians show for one another since its known as the City of Brotherly Love.,,,,Toleration,, ,547,https://farm9.staticflickr.com/8879/17838533003_ecd292f5c4_b.jpg
316,0101000020E61000004F4244C513CA52C007D38B35B7F94340,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,19139,,,,,,,,,,"I ... prefer a monument that gives more wildlife area. Such as trees, lakes, and more grass for the nature as well as well as the environment. In conclusion my monument would be for the wildlife habitat and how to make it a better place...",,,,Wildlife (Adventurous),21,Center CityÉ,548,https://farm1.staticflickr.com/541/18198127838_677c066183_b.jpg
317,0101000020E6100000000000DA84CA52C04F2402DE04FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,19154,,,,,,,,,,3 Brothers hugging in a circle,,,,Brotherly Love,23,City Hall,549,https://farm9.staticflickr.com/8858/17838532613_b2f33463ea_b.jpg
318,0101000020E61000006000E14389C952C0526BF5300FFA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,19143,,,,,,,,,,Edward Snowden (A Bust),,,,,32,Constitution Center,55,https://farm6.staticflickr.com/5339/17793072106_17f99c3396_b.jpg
319,0101000020E61000005068FE3D9DCA52C095BA641C23FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,1,,,,,,,,,,,,,19130,,,,,,,,,,"A place where people can go and interact on a non-racial agenda and also this place will give books, computers, and mentors to children who deserve an education. Give the US, United States, what other countries give to their people, to be someone! *Show me the brotherly love, don't talk about it to me!",,1,,We the People,54,Love Park,550,https://farm8.staticflickr.com/7744/18198241110_4c1d844173_b.jpg
320,0101000020E6100000000000D0B9CC52C0B497D4C0D2FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19143,,,,,,,,,,TITAN,,,,Fighter,15,West Philadelphia,551,https://farm1.staticflickr.com/260/18461000681_3d51ebb754_b.jpg
321,0101000020E6100000000000D411CB52C0DE51D803E7F64340,,,,,,,1,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,19145,,,,,,,,,,"A place where designated musicans will go and play music, and encourage others to join!",,,,The Music Place,22,South Philadelphia,552,https://farm9.staticflickr.com/8832/18271501810_772784d812_b.jpg
322,0101000020E6100000FFFFFF17E0C752C037F22A9EEAFF4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,19125,,,,,,,,,,"[Sorry kids, there's no money left. Time to go home.  ""People don't think it be like it is but it do.""]",,,,Rocky the 3rd Grade Teacher,31,N.Philly,553,https://farm1.staticflickr.com/269/18461001091_8f44911843_b.jpg
323,0101000020E61000000000009C86CA52C0643CE807E8F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19119,,,,,1,,,,,"Perhaps a monument to the victorian style of the city hall building, something reminiscent of the style/architecture of period",,,,"""Philadelphia""",32,City Hall,555,https://farm9.staticflickr.com/8783/18199782809_6d28de1322_b.jpg
324,0101000020E61000000000002856C952C01DA89B4E12F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,1,,1,,,,,,19147,,,,,,,,,,"[Flat cutout of corten steel; In the shape of different native plants that are scattered throughout the city to identify areas, addresses of growth (economic, population, greening, renovation, repurpose, racial harmony, etc.); monuments] [City-wide monument locations that can be added to indefinitely]",,1,1,Monument to Philadelphia's Growth,51,within city boundaries,557,https://farm9.staticflickr.com/8832/18385930915_1277c9ffe1_b.jpg
325,0101000020E6100000000000E403C952C04F27C126EDF94340,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,19141,,,,,,,,,,"Sun Chicken Taquito; white plate; chipotle smear; Old City; Sriracha Dots",,,,,33, ,559,https://farm8.staticflickr.com/7790/18199782709_7042c948b8_b.jpg
326,0101000020E61000000000005286C952C084741EC1E0F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,1,,,,1,,,,,,,  ,,,,,,,1,,,Picture of immigrants from all around the world coming together and staring at City Hall - identifying city and all of its immigrants./ Freedom together,,,,, , ,56,https://farm9.staticflickr.com/8897/18124792041_abe10ac17a_b.jpg
327,0101000020E61000005168FE3D9DCA52C093BA641C23FA4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19104,,,,,1,,,,,[Quill Pen],,,,Delaration of Independence,10,Love Park,562,https://farm8.staticflickr.com/7728/18381858562_fd96b4a5b3_b.jpg
328,0101000020E61000000000006068CA52C0A7876EA9F7F94340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19146,,,,,,,,,,"Philadelphia, a fine city, places almost too much emphasis on its past - a littany of ""firsts"" and history. What we could use in at least one square is a futuristic monument, perhaps based on the search for life/water on other planets or distant galaxies, perhaps it could have a hint of whimsy, too. [Reflective Glass/ LED Lights]",,,,Boldly,73, ,563,https://farm8.staticflickr.com/7783/18198241440_0717f9dd44_b.jpg
329,0101000020E6100000FFFFFFA6F5C852C04D8A125FE2F94340,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19131,,,,,,,,,,Piano everywhere!!!,,,,Piano,58,"Penn's landing, Rittenhouse, Parkway...",568,https://farm9.staticflickr.com/8847/18461001541_4ae0379343_b.jpg
330,0101000020E61000000000004CE3CC52C08C80B3B0A1F94340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,19143,,,,,1,,,,,Batman Fighting Superman. Batman is winning thooo... ,,,,,15,West Philadelphia,569,https://farm9.staticflickr.com/8884/18461000531_ef8f301a8a_b.jpg
331,0101000020E610000000000081A1CA52C0A1E9BAF5EDF94340,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,19141,,,,,,,,,, Sculpture of recyclable stuff at least 20 feet in the air cascading down a shelter without a roof. More recycled stuff come down to form a usable bench also made of recyclable stuff for this  -- public to sit on. Logan is famous for having many many fruit trees on the west side of broad. Make a tree from recycled material. Add light to illuminate at night and on holidays. ,,,,A Tree Grows In Logan,70,Old York Rd and Lindley or Broad and Fisher in Park,572,https://farm1.staticflickr.com/287/18576099986_89b279b206_b.jpg
332,0101000020E61000000000000488CA52C0AC099CC401FA4340,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,19139,,,,,,,,,,"Preliminary Sketch. 3 figures, 1 kneeling, 1 in process of standing, 1 figure taking a step forward. Breaking the chains",,,,Bonds,42,City Hall Courtyard,573,https://farm9.staticflickr.com/8885/18271499410_26b3da6f88_b.jpg
333,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,19144,,,,,,,,,,"Rather than gripe about decay, we'd celebrate essential elements of a green equitable city. Am author of the book Green Jobs Philly and founder of Philly Orchard Project (POP).[flowers, HOOP House, fruit trees, tiny house (200sqft), solar PV]",,,,Tools of the Future,67,Logan Triangle: Wyoming Ave & 9th St.,,
334,0101000020E61000006CE9D1544FCB52C086AA984A3FFB4340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,19130,,,,,,,1,,,Micheal Nutter wearing Billy Penn Hat. Flag Hanging above Ben Franklin Bridge,,,,Michael Penn,52,Ben Franklin Bridge,575,https://farm1.staticflickr.com/489/17838529973_424056a953_b.jpg
